Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 12:25:13 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 12:23:48 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 12:23:03 +0000 2018,RT @Subrat_Patnaik: Apple warns suppliers of 20% drop in new iPhone parts orders\\n $AAPL https://t.co/BqPdMSphR2
Fri Jun 08 12:22:21 +0000 2018,RT @IncredibleTrade: $AAPL Apple (AAPL) Warns Suppliers of 20% Drop in New iPhone Parts Orders - Nikkei. #SI
Fri Jun 08 12:22:15 +0000 2018,RT @optionalarmchat: $AAPL Apple warns suppliers of 20% drop in new iPhone parts orders\\n\\nhttps://t.co/cjnnLoBg8l
Fri Jun 08 12:22:09 +0000 2018,RT @OptionAlarm: $AAPL Apple warns suppliers of 20% drop in new iPhone parts orders\\n\\nhttps://t.co/7DG2ZaxttZ
Fri Jun 08 12:21:56 +0000 2018,RT @LONGCONVEXITY: Apple warns suppliers of 20% drop in new iPhone parts orders https://t.co/WvlefaJBsW $AAPL
Fri Jun 08 12:21:13 +0000 2018,Now this is cool! #Apple $AAPL https://t.co/OjGULoc1c8
Fri Jun 08 12:20:37 +0000 2018,"RT @Adveith: $AAPL down 2% in Germany, supppliers AMS, Dialog down as well. Nikkei reporting #Apple has warned suppliers of 20% drop in new\\u2026"
Fri Jun 08 12:20:26 +0000 2018,RT @DougKass: Here is the Nikkei Asian Review article that is taking $AAPL down this morning. https://t.co/83y4B9iPD5\\n@jimcramer @andrewrso\\u2026
Fri Jun 08 12:20:19 +0000 2018,RT @kirkburgess: Warning for the new arrivals - the following Nikkei story regarding maximum iPhone production orders for new 2018 iPhones\\u2026
Fri Jun 08 12:15:57 +0000 2018,"Markets Slide As G7, EMs, Italy And Apple All Hit In Perfect \\"
Fri Jun 08 12:15:47 +0000 2018,Beginning to think whenever Buffet wants some more $aapl stock he commissions one of these reports  https://t.co/eQwuEc0o8N
Fri Jun 08 12:14:36 +0000 2018,RT @NaviAvatar1: $TSLA Iphone orders down? According to reports $AAPL cuts parts orders by 20%. Tesla orders insatiable demand. Apple buys\\u2026
Fri Jun 08 12:14:04 +0000 2018,$TSLA Iphone orders down? According to reports $AAPL cuts parts orders by 20%. Tesla orders insatiable demand. Apple buys Tesla easy fix! https://t.co/lAQYfsA0sL
Fri Jun 08 12:10:56 +0000 2018,MarsEdit developer lists 8 problems with Apple\'s approach to free trials of iOS apps https://t.co/zqGALKtBtc $AAPL https://t.co/YPM4GfShJB
Fri Jun 08 12:10:32 +0000 2018,Weekly Chart Look in Apple $AAPL.  The trend is up.  Below ~185 is where we start worrying about more downside https://t.co/9FEMIS2CzA
Fri Jun 08 12:09:38 +0000 2018,"What a joke, unnamed source claims that @Apple orders are slowing &amp; investors panic dump $AAPL Now media bears will get a hold and inflate it some more. This cycle has been repeated so many times &amp; \\u2066@Tim_cook\\u2069 always proves them wrong. \\u2066@CNBC\\u2069  https://t.co/VjHWCJl4Kk"
Fri Jun 08 12:09:20 +0000 2018,#Apple shares fall after report says it\'s warning suppliers about a sharp drop in parts orders $AAPL - https://t.co/bQr5FSZaSr
Fri Jun 08 12:07:06 +0000 2018,NAR: Apple drops iPhone parts orders by 20%; s... $AAPL $AVGO $CRUS $FNSR $IIVI $LITE $QRVO $SWKS $STM $OLED https://t.co/FmeU7tumHy
Fri Jun 08 12:03:49 +0000 2018,NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip https://t.co/4jpoGs352F $AAPL $AVGO $CRUS $FNSR
Fri Jun 08 11:59:38 +0000 2018,RT @TicTocTick: $AAPL down 2 % pre-market. Large component (5% of $SPX). \\n\\nKeeping an eye below 2764 per pinned idea from yesterday. 2764 i\\u2026
Fri Jun 08 11:59:06 +0000 2018,"$AAPL down 2 % pre-market. Large component (5% of $SPX). \\n\\nKeeping an eye below 2764 per pinned idea from yesterday. 2764 is a major support, next major support is 2742 (orderflow).\\n\\n@Apple main issue is that no one wants an iPhone anymore unless being forced to get one. 763 ATM"
Fri Jun 08 11:57:24 +0000 2018,$AAPL The deception in action:  The Game Part I \\nUS STOCKS-Futures lower as Apple slips on supplier reports https://t.co/jEAM55NH10 $SPY
Fri Jun 08 11:56:20 +0000 2018,RT @MarketCurrents: NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip https://t.co/bwZNOQwICe #premarket $AAPL $AVGO $CRUS $\\u2026
Fri Jun 08 11:55:48 +0000 2018,NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip https://t.co/kVwnCYm7B0 #premarket $AAPL $AVGO $CRUS $FNSR
Fri Jun 08 11:55:48 +0000 2018,NAR: Apple drops iPhone parts orders by 20%; supplier stocks dip https://t.co/bwZNOQwICe #premarket $AAPL $AVGO $CRUS $FNSR
Fri Jun 08 11:55:13 +0000 2018,Apple shares fall 2% after Nikkei report about iPhone parts orders - https://t.co/2FyJrYcbFM $AAPL
Fri Jun 08 11:52:30 +0000 2018,RT @msttrader: Like clockwork the 3rd month of EVERY quarter...the Asian $AAPL rumor \\n\\n\\
Fri Jun 08 11:43:22 +0000 2018,Like clockwork the 3rd month of EVERY quarter...the Asian $AAPL rumor \\n\\n\\
Fri Jun 08 11:38:05 +0000 2018,Focus Matrix is a \\u2018smart task\' organizer app for macOS that uses the \\u2018Eisenhower Box\' principal https://t.co/vzoX5MbPP1 $AAPL https://t.co/DRX28QuKKh
Fri Jun 08 11:31:54 +0000 2018,"RT @theflynews: Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA htt\\u2026"
Fri Jun 08 11:25:11 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 11:22:04 +0000 2018,RIP Mac Startup Chime https://t.co/yy458B0Z0y $AAPL https://t.co/xEM8HmPaW1
Fri Jun 08 11:21:47 +0000 2018,"$AAPL This story comes out every 3-4 months, does it seem to you #Apple has a problem? https://t.co/cdTxe41XPB"
Fri Jun 08 11:17:41 +0000 2018,"Apple Slides On Report Of iPhone Order Cuts, Drags Nasdaq Lower $AAPL https://t.co/ZFbdSuC6jr"
Fri Jun 08 11:17:27 +0000 2018,"$AAPL iPhone shipments are expected to total 80 million this year, less than 100 million Apple planned for at this time last year."
Fri Jun 08 11:17:26 +0000 2018,"$AAPL Apple Shares, Suppliers Fall After iPhone Order Cut Report   https://t.co/ZZp8uNldf0"
Fri Jun 08 11:13:46 +0000 2018,Apple shares fall 2% after report says it\'s warning suppliers about a sharp drop in parts orders https://t.co/ihD44OqLcP Maybe worth a tad less than a trillion at this point $AAPL $QQQ $DJIA $SPX @Apple #stocks #investing #nasdaq
Fri Jun 08 11:06:45 +0000 2018,"$AAPL \\nApple Inc  has asked its parts suppliers to manufacture about 20  percent fewer components for iPhones in the second half of 2018, the  Nikkei on Friday reported, sending the iPhone maker\'s stock down 2%"
Fri Jun 08 10:59:47 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 10:57:47 +0000 2018,RT @kirkburgess: Just to be crystal clear:\\n\\nThe amount of new iPhones Apple is telling suppliers to be prepared to supply for the 2nd half\\u2026
Fri Jun 08 10:57:47 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 10:56:19 +0000 2018,Here we go again: rumours of Apple order cuts. Poor @FT report - says last time it happened $AAPL saw &gt;$60bn wiped off market cap in 2 days. No mention that rumours were nonsense &amp; $AAPL more than recovered on great results https://t.co/XR22XUTR40
Fri Jun 08 10:50:01 +0000 2018,$AAPL Apple To Warn Of Drop In iPhone Parts Orders: Nikkei via https://t.co/jURZDymPXI
Fri Jun 08 10:48:45 +0000 2018,"Notable apps and app updates for June 8, 2018 https://t.co/Z5bKAJqgTf $AAPL https://t.co/sd94rR92PP"
Fri Jun 08 10:45:19 +0000 2018,RT @IncredibleTrade: $AAPL Apple (AAPL) Warns Suppliers of 20% Drop in New iPhone Parts Orders - Nikkei. #SI
Fri Jun 08 10:44:36 +0000 2018,RT @Street_Insider: Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:44:20 +0000 2018,RT @Street_Insider: Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:44:10 +0000 2018,Some G7 nervousness along with $AAPL has the indexes substantially lower this morning \\n\\nApple warns suppliers of lower parts orders for new iPhones https://t.co/CeNsYcfLik
Fri Jun 08 10:43:18 +0000 2018,RT @OptionAlarm: $AAPL Apple warns suppliers of 20% drop in new iPhone parts orders\\n\\nhttps://t.co/7DG2ZaxttZ
Fri Jun 08 10:43:13 +0000 2018,$AAPL Apple warns suppliers of 20% drop in new iPhone parts orders\\n\\nhttps://t.co/7DG2ZaxttZ
Fri Jun 08 10:43:03 +0000 2018,$AAPL Apple warns suppliers of 20% drop in new iPhone parts orders\\n\\nhttps://t.co/cjnnLoBg8l
Fri Jun 08 10:41:01 +0000 2018,RT @DougKass: Here is the Nikkei Asian Review article that is taking $AAPL down this morning. https://t.co/83y4B9iPD5\\n@jimcramer @andrewrso\\u2026
Fri Jun 08 10:38:43 +0000 2018,"Just to be crystal clear:\\n\\nThe amount of new iPhones Apple is telling suppliers to be prepared to supply for the 2nd half of the year, has little relevance to the number of total iPhones Apple will eventually report as having shipped in the September and December quarters.\\n\\n$AAPL"
Fri Jun 08 10:38:15 +0000 2018,Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/6FFsE8553u
Fri Jun 08 10:38:05 +0000 2018,RT @Street_Insider: Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:36:49 +0000 2018,Apple $AAPL Forecasted to Earn FY2022 Earnings of $14.27 Per Share https://t.co/3irLORItxT
Fri Jun 08 10:35:04 +0000 2018,RT @Street_Insider: Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:34:58 +0000 2018,RT @Street_Insider: Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:34:58 +0000 2018,Apple $AAPL warns suppliers of lower parts orders for new iPhones: Nikkei https://t.co/u85u4COFXP
Fri Jun 08 10:34:09 +0000 2018,Here is the Nikkei Asian Review article that is taking $AAPL down this morning. https://t.co/83y4B9iPD5\\n@jimcramer @andrewrsorkin @beckyquick @carlquintanilla @morningmoneyben
Fri Jun 08 10:33:04 +0000 2018,WWDC 2018: Apple\'s counterintuitive business moves https://t.co/T5fnnKvtIC $AAPL https://t.co/kRrP0UXC9x
Fri Jun 08 10:32:01 +0000 2018,"$AAPL   \\n#Apple Slides On Report Of iPhone Order Cuts, Drags Nasdaq Lower https://t.co/F6S5rMn2m0"
Fri Jun 08 10:26:39 +0000 2018,"RT @theflynews: Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA htt\\u2026"
Fri Jun 08 10:24:15 +0000 2018,$AAPL Apple has proved time and time again that these (especially) Nikkei Business reports are totally inaccurate
Fri Jun 08 10:23:32 +0000 2018,"RT @theflynews: Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA htt\\u2026"
Fri Jun 08 10:21:19 +0000 2018,$AAPL $NWS $NWSA Does Apple Inc. Have a Quality Problem With Its Software? https://t.co/8JVSyAHK4u
Fri Jun 08 10:16:46 +0000 2018,$AAPL Apple (AAPL) Warns Suppliers of 20% Drop in New iPhone Parts Orders - Nikkei. #SI
Fri Jun 08 10:13:26 +0000 2018,"RT @theflynews: Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA htt\\u2026"
Fri Jun 08 10:10:31 +0000 2018,In reality - if Apple actually shipped the number quoted in the article for this years New iPhone launch - it would easily surpass what Apple shipped last year. \\n\\n$AAPL \\n\\nso don\\u2019t be a sucker and make investment decisions on a figure that doesn\\u2019t have anything to do with demand #
Fri Jun 08 10:08:39 +0000 2018,Apple $AAPL Drops After Report on iPhone Order Cut https://t.co/IzaPsNUJzs
Fri Jun 08 10:06:59 +0000 2018,Warning for the new arrivals - the following Nikkei story regarding maximum iPhone production orders for new 2018 iPhones has almost zero impact on what number Apple will ship. People misread this every single year $AAPL  https://t.co/AMl0Db7EBD
Fri Jun 08 09:55:35 +0000 2018,$AAPL Apple slides on report suppliers prepping for sharply lower iPhone orders\\nhttps://t.co/P5Qkea0Cat\\n@mdbaccardax
Fri Jun 08 09:55:05 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 09:53:55 +0000 2018,"RT @theflynews: Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA htt\\u2026"
Fri Jun 08 09:53:54 +0000 2018,"Apple asked iPhone supply chain to prepare 20% fewer components, Nikkei says $AAPL $DLGNF $AVGO $CRUS $QRVO $SWKS $SYNA https://t.co/cpHvCBEqI7"
Fri Jun 08 09:52:46 +0000 2018,Apple patent for blood pressure #wearable\\n$AAPL #digitalhealth  https://t.co/EsDPOoaQHt
Fri Jun 08 09:43:39 +0000 2018,"$AAPL Japan\'s Nikkei Business Review said suppliers were asked to prepare for an order flow of components based on the sale of 80 million new iPhones, a figure that would be around 20% lower than the 100 million figure used last year to prepare for the sale of new #iPhones #Apple"
Fri Jun 08 09:09:18 +0000 2018,Apple iPhone 5S Silver 64GB Unlocked Smartphone (Certified Refurbished) https://t.co/JOucB6U2so $AAPL #apple #iphone5s
Fri Jun 08 09:02:46 +0000 2018,"RT @StockTwits: More than 41 years ago, Apple introduced the Apple II.\\n\\nIt looked like this. $AAPL https://t.co/2kJxYyL1XE https://t.co/hJM\\u2026"
Fri Jun 08 08:52:08 +0000 2018,Adobe and Apple\'s AR partnership materializes at The Festival of the Impossible https://t.co/SFyOzIUjbK $AAPL https://t.co/1KCE6zeHiC
Fri Jun 08 08:36:05 +0000 2018,"Our Forums are the Best Place to Find Beta Testers for Your Game, and Apple Just Made it Way Easier to Sign People Up to Testflight https://t.co/mjYs6VHLRN $AAPL https://t.co/JBYei7v5fw"
Fri Jun 08 08:34:37 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 08:27:23 +0000 2018,Love the approach #apple $aapl took with this in iOS 12. Hint at lock screen compilations? https://t.co/YcOM7fu67f
Fri Jun 08 08:25:57 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 08:25:14 +0000 2018,"Reports by news agency #Nikkei provokes selling in shares of @amsAnalog. According to the reports, orderflow from largest customer @Apple with asian suppliers lags estimates by far. Same with the sensors maker with shares traded in Switzerland? $AMS $AAPL"
Fri Jun 08 08:19:03 +0000 2018,Apple agrees to Writers Guild of America contract w/ better writer terms than others https://t.co/pWEMOt5RKe $AAPL https://t.co/oDfzTRHVcY
Fri Jun 08 08:10:57 +0000 2018,"$AAPL down 2% in Germany, supppliers AMS, Dialog down as well. Nikkei reporting #Apple has warned suppliers of 20% drop in new #iPhone parts orders \\nhttps://t.co/G0tBHw6EKy"
Fri Jun 08 08:02:17 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 08:02:04 +0000 2018,Startup seeks $200K from Apple in cash grab lawsuit over \\u2018stolen\' Siri Shortcuts logo https://t.co/wfVcS63pC8 $AAPL https://t.co/eiWW0d4ors
Fri Jun 08 07:57:22 +0000 2018,APPLE SAID TO WARN 20% DROP IN NEW IPHONE PARTS ORDERS  $AAPL
Fri Jun 08 07:55:21 +0000 2018,RT @Subrat_Patnaik: Apple warns suppliers of 20% drop in new iPhone parts orders\\n $AAPL https://t.co/BqPdMSphR2
Fri Jun 08 07:53:27 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 07:52:45 +0000 2018,Apple warns suppliers of 20% drop in new iPhone parts orders\\n $AAPL https://t.co/BqPdMSphR2
Fri Jun 08 07:51:20 +0000 2018,Apple warns suppliers of 20% drop in new iPhone parts orders https://t.co/WvlefaJBsW $AAPL
Fri Jun 08 07:45:20 +0000 2018,#The Beauty Cleanse for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Fri Jun 08 07:09:18 +0000 2018,Apple iPhone 4 (MD439LL/A) - 8GB Smartphone - Black - Verizon (Certified Refurbished) https://t.co/5qudwSU2Vd $AAPL #apple #iphone
Fri Jun 08 06:56:42 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 06:55:01 +0000 2018,"$AAPL #trademark #transaction 6347/376 ASSIGNS THE ENTIRE INTEREST - From: TURI, INC To: APPLE INC #IP #tm #techtransfer https://t.co/GZqm4GFKOK"
Fri Jun 08 06:29:14 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 06:27:05 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 06:19:57 +0000 2018,Apple $AAPL Forecasted to Earn FY2022 Earnings of $14.27 Per Share https://t.co/mGcMqAm50J
Fri Jun 08 06:17:09 +0000 2018,Apple $AAPL Forecasted to Earn FY2022 Earnings of $14.27 Per Share https://t.co/piY7e6uV69
Fri Jun 08 06:15:03 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 06:13:27 +0000 2018,RT @TedatACA: Editor\\u2019s Corner\\u2014Charter\\u2019s Apple TV integration has more questions than answers | FierceCable https://t.co/ew16DRWad1 $CHTR $A\\u2026
Fri Jun 08 05:55:38 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 05:20:34 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 04:57:50 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 04:31:35 +0000 2018,$aapl smartest company in the world making great phones but can\\u2019t make a simple feature to save or print texts (group text).  Should be a simple send to printer function.   Shit like that from Apple frustrates me
Fri Jun 08 04:25:01 +0000 2018,$AAPL #trademark #appeal 87713252 87713252 - EXTENSION OF TIME GRANTED - 87713252 https://t.co/Q0rh7pQQ8x #IP #litigation #lawsuit #TTAB #tech https://t.co/GZqm4GFKOK
Fri Jun 08 04:24:20 +0000 2018,Analysts opinion about $AAPL positivrle - strong buy\\n#aapl #apple #stockmetrix https://t.co/bKHAl0OiwN
Fri Jun 08 04:21:31 +0000 2018,analysts\' target price for $AAPL is 196$ in nearest future\\n#stockmetrix #aapl #apple https://t.co/33Hb2whG84
Fri Jun 08 04:20:02 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 03:59:52 +0000 2018,RT @Iamanirudhsethi: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\u2026
Fri Jun 08 03:53:30 +0000 2018,RT @Iamanirudhsethi: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\u2026
Fri Jun 08 03:44:11 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 03:40:16 +0000 2018,RT @OphirGottlieb: $AAPL Apple Stunned Everyone -- Did Something it Has Never Done Before\\nhttps://t.co/CVKsNsSneR  via @cmlviz\\n-\\nRemember w\\u2026
Fri Jun 08 03:38:18 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Fri Jun 08 03:24:02 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Fri Jun 08 03:20:07 +0000 2018,Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2009: 8.2\\n2008: 6.1\\n2007: 3.5\\n2006: 2.0\\n2005: 1.3\\n2004: 0.3\\n2003: 0.07\\n2002: 0.07\\n2001: -0.03\\n2000: 0.8\\n1999: 0.6\\n1998: 0.3\\n1997: -1.0\\n1996: -0.8\\n1995: 0.4\\n$AAPL
