Wed Jun 13 23:24:12 +0000 2018,"Walmart Inc $WMT Director Sells $92,971,098.88 in Stock https://t.co/Vb3RlI4PLe #stocks"
Wed Jun 13 22:29:07 +0000 2018,"Apple confirms iOS 12\'s \'USB Restricted Mode\' designed to thwart spies, criminals, police seizures https://t.co/dyE29X8F35 $AAPL https://t.co/hAN6vmdLoO"
Wed Jun 13 22:28:42 +0000 2018,"Of course, the #privacy of #Apple\'s customers in #China isn\'t nearly so well protected:  https://t.co/AImi0JSfgv $AAPL #tech"
Wed Jun 13 22:27:22 +0000 2018,Reuters: Apple to undercut law enforcement tool for cracking iPhones https://t.co/daIujJR5Ov $AAPL
Wed Jun 13 22:27:22 +0000 2018,Reuters: Apple to undercut law enforcement tool for cracking iPhones https://t.co/zJAliBjhZw $AAPL
Wed Jun 13 22:18:18 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Wed Jun 13 22:15:13 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Wed Jun 13 22:11:05 +0000 2018,Apple Watch Series 3 now available at C Spire https://t.co/SgZj7lcnWc $AAPL https://t.co/2pZrgj4f7u
Wed Jun 13 21:59:39 +0000 2018,RT @theflynews: REPORT: Apple to undercut law-enforcement means to break into iPhones: https://t.co/BdyiGlNNDg $AAPL
Wed Jun 13 21:52:54 +0000 2018,RT @charliebilello: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\n2\\u2026
Wed Jun 13 21:46:49 +0000 2018,RT @theflynews: REPORT: Apple to undercut law-enforcement means to break into iPhones: https://t.co/BdyiGlNNDg $AAPL
Wed Jun 13 21:41:01 +0000 2018,RT @theflynews: REPORT: Apple to undercut law-enforcement means to break into iPhones: https://t.co/BdyiGlNNDg $AAPL
Wed Jun 13 21:41:00 +0000 2018,REPORT: Apple to undercut law-enforcement means to break into iPhones: https://t.co/BdyiGlNNDg $AAPL
Wed Jun 13 21:37:28 +0000 2018,Apple to Close iPhone Security Hole That #Police Use to Crack Devices https://t.co/ArC04JaXXL #smartphones #technology #security #privacy #ethics #law #corporations #consumers $AAPL
Wed Jun 13 21:37:03 +0000 2018,"Tim Cook talks about Steve Jobs thinking differently, Apple product philosophy https://t.co/TBUymaK6QB $AAPL https://t.co/n5i9Crm2rp"
Wed Jun 13 21:32:04 +0000 2018,AI At The Edge: Apple\'s Smartphone Leadership $AAPL https://t.co/tmXdlsBat6
Wed Jun 13 21:30:09 +0000 2018,RT @AccurateTrading: Apple changing setting to undercut popular law-enforcement tool for cracking iPhones https://t.co/2lUMq0MM6u \\n*Gutsy*\\u2026
Wed Jun 13 21:26:21 +0000 2018,"AI At The Edge: Apple\'s Smartphone Leadership\\nhttps://t.co/RSBFkxiDqn $AAPL, $AMZN, $GOOG, $MSFT, $GOOGL"
Wed Jun 13 21:16:15 +0000 2018,Apple changing setting to undercut popular law-enforcement tool for cracking iPhones https://t.co/2lUMq0MM6u \\n*Gutsy* $AAPL
Wed Jun 13 21:15:09 +0000 2018,Reviewed: Apple HomePod goes stereo and multi-room $AAPL https://t.co/Wdei8MbZuw by @Pogue https://t.co/8NCtXNLbDT
Wed Jun 13 21:08:00 +0000 2018,Misunderstanding Apple $AAPL https://t.co/gek5lkoNnw
Wed Jun 13 21:03:09 +0000 2018,Apple rolls out second developer beta for watchOS 4.3.2 https://t.co/nDQDTinYwj $AAPL https://t.co/hhUBAJRpaL
Wed Jun 13 20:57:10 +0000 2018,Subsitute $AAPL for Time Warner and $NFLX for AOL and u can see why I think Apple buying Netflix is one of the WORST things they could do right now! https://t.co/AM8rEhKiKK
Wed Jun 13 20:33:15 +0000 2018,"$AAPL Apple\\u2019s A.I. strategy stands apart from the rest of big tech, for better or worse https://t.co/d5QU42DU8K"
Wed Jun 13 20:21:10 +0000 2018,Wrote a short $AAPL article: https://t.co/xlUdZq3wnD
Wed Jun 13 20:20:35 +0000 2018,$AAPL BREAKS BELOW PRIOR SESSION LOW: https://t.co/EiRDNoz6Hr\\nSentiment: Bearish #AAPL #Apple
Wed Jun 13 20:12:03 +0000 2018,Apple Gives Green Light for a 10-Part Mystery Drama Series about an 11-Year-Old who Cracked a Cold Case in Pennsylvania https://t.co/D8BmYX8bmC $AAPL
Wed Jun 13 20:05:02 +0000 2018,Top #moneyflow for #nasdaq today\\n$AAPL $MSFT $CSCO $ORCL $LRCX $QCOM $INTC $COST $AMGN $ATVI ...\\nhttps://t.co/S59zN0R1wP
Wed Jun 13 19:52:24 +0000 2018,Apple $AAPL Given a $210.00 Price Target at UBS Group https://t.co/Zgmq6wbWbB #stocks
Wed Jun 13 19:41:03 +0000 2018,$AAPL - Apple\'s New App-Privacy Rules Expose Past Loopholes https://t.co/sZMOtQp9VZ
Wed Jun 13 19:41:02 +0000 2018,$AAPL - Apple\'s New App-Privacy Rules Expose Past Loopholes https://t.co/I3mdMpKW4H
Wed Jun 13 19:38:00 +0000 2018,RT @OphirGottlieb: $AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Wed Jun 13 19:28:58 +0000 2018,$AAPL How to Trade Apple After an Earnings Rip\\nhttps://t.co/pvq6yaVgLt via @cmlviz
Wed Jun 13 19:27:00 +0000 2018,RT @theflynews: REPORT: Apple in preliminary talks to open first store in Israel: https://t.co/TxVQvSyGMI $AAPL
Wed Jun 13 19:16:01 +0000 2018,RT @theflynews: REPORT: Apple in preliminary talks to open first store in Israel: https://t.co/TxVQvSyGMI $AAPL
Wed Jun 13 19:16:00 +0000 2018,REPORT: Apple in preliminary talks to open first store in Israel: https://t.co/TxVQvSyGMI $AAPL
Wed Jun 13 19:07:18 +0000 2018,Research Analysts\\u2019 Recent Ratings Changes for Apple $AAPL https://t.co/qgfRyqeOz3 #stocks
Wed Jun 13 19:05:05 +0000 2018,Here are all the big changes to Apple Maps in 2017 and 2018 https://t.co/qCzo7DuT4I $AAPL https://t.co/dc4rHJFsSL
Wed Jun 13 19:00:29 +0000 2018,Research Analysts\\u2019 Recent Ratings Changes for Apple $AAPL https://t.co/ng7X4JYnJA
Wed Jun 13 18:59:26 +0000 2018,Research Analysts\\u2019 Recent Ratings Changes for Apple $AAPL https://t.co/rNgTstEkQF
Wed Jun 13 18:58:36 +0000 2018,Research Analysts\\u2019 Recent Ratings Changes for Apple $AAPL https://t.co/vHZh2HH2Fm
Wed Jun 13 18:52:12 +0000 2018,#IPHONE ZONE for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Wed Jun 13 18:15:50 +0000 2018,Commented on $GILD $AAPL https://t.co/VHcz9aeEHk
Wed Jun 13 18:14:42 +0000 2018,Commented on $GILD $AAPL https://t.co/UkjnDtUmDJ
Wed Jun 13 18:14:23 +0000 2018,Commented on $GILD $AAPL https://t.co/4rxrJkvs8d
Wed Jun 13 18:06:43 +0000 2018,RT @Iamanirudhsethi: Apple Net Income (Billions)...\\n2018 (est): 56\\n2017: 48\\n2016: 46\\n2015: 53\\n2014: 40\\n2013: 37\\n2012: 42\\n2011: 26\\n2010: 14\\u2026
Wed Jun 13 17:03:05 +0000 2018,Owners of Apple Watch Series 3 with LTE now have more US carrier choices https://t.co/c5c9GMI4lt $AAPL https://t.co/ObHlljZf6u
Wed Jun 13 17:00:19 +0000 2018,"Apple bans developers from creating, selling user Contacts databases $AAPL - https://t.co/n1Bcv8bPJA"
Wed Jun 13 16:44:53 +0000 2018,$AAPL Wednesday #Apple Rumors: #iPhone X Survives Two Weeks in River https://t.co/TFHJGtN9Zu $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin
Wed Jun 13 16:44:09 +0000 2018,RT @Hotpage_News: Apple has a new app that lets you measure almost anything with your iPhone $AAPL - https://t.co/Qgv7dBTJEg
Wed Jun 13 16:42:34 +0000 2018,Apple has a new app that lets you measure almost anything with your iPhone $AAPL - https://t.co/Qgv7dBTJEg
Wed Jun 13 16:20:42 +0000 2018,RT @andreascseh: Apple Might Be in Trouble This Year as Far as Sales go\\u00a0$AAPL #iPhoneX #HuaweiP20Pro https://t.co/YM6ovBajIF @NSchaettgen
Wed Jun 13 16:14:04 +0000 2018,"Microsoft Begins to Roll Out new Office Suit Make Over for PC\'s, with Changes coming to Outlook for Macs in August https://t.co/NO8CJkCZ2G $AAPL"
Wed Jun 13 16:12:45 +0000 2018,$GILD $AAPL https://t.co/n87gFQOMdB: declare own #Apple &amp; https://t.co/VqVppW5bbG\\u2227-apple-1/
Wed Jun 13 16:05:00 +0000 2018,"Power Integrations could gain from Apple design win, analyst says https://t.co/W62wiRFZnO $POWI $AAPL $ON $NXPI"
Wed Jun 13 16:01:38 +0000 2018,$AAPL iPhone X survives in a river for two weeks. https://t.co/w2BJ2g6PDG
Wed Jun 13 16:00:00 +0000 2018,Is the #iPhone product cycle becoming shorter and shorter? $AAPL \\n\\nhttps://t.co/Kquc6Lbhds
Wed Jun 13 15:48:14 +0000 2018,"3 Top Tech Stocks to Buy in June @themotleyfool #stocks $SFIX, $AAPL, $CRM #apple #investing #tech #techstocks #growthstocks #stitchfix #salesforce  https://t.co/CuxvsEPQyt"
Wed Jun 13 15:47:02 +0000 2018,Apple Just Proved These Critics Wrong @themotleyfool #stocks $AAPL #apple #iphone #business #investing https://t.co/s6DezAsTBM
Wed Jun 13 15:41:17 +0000 2018,$AAPL https://t.co/ZTIcvYqTx7 Pot. cont. Uptrend INTRAWEEK 60m-15m-4m combo chart #Apple #Trading https://t.co/oJ2tHREgwy
Wed Jun 13 15:40:08 +0000 2018,RT @rimisback: BlackBerry is still King of Enterprise Mobile. Even after 10 years Apple or Samsung have not been able to match the function\\u2026
Wed Jun 13 15:40:04 +0000 2018,RT @rimisback: BlackBerry QNX: Software Challenges of Building Autonomous Vehicles... \\nBlackBerry T1 partners include Apple... (@ 2:55)\\n\\nht\\u2026
Wed Jun 13 15:35:14 +0000 2018,Apple: Can Shares Double Again In 2 Years? $AAPL https://t.co/QmaJOyxTq9
Wed Jun 13 15:30:47 +0000 2018,Code Unlock on #Apple $AAPL #iPhone #LG #Samsung #ZTE #MetroPCS #ATT #Tmobile #Cricket Save Money #unlock #Code Codeunlock
Wed Jun 13 15:29:50 +0000 2018,"Power Integrations could gain from Apple design win, analyst says $POWI $AAPL $ON $NXPI https://t.co/XLz3y7LTTS"
Wed Jun 13 15:28:14 +0000 2018,$AAPL Apple has a new app that lets you measure almost anything with your iPhone https://t.co/7lRMkZ6ggu
Wed Jun 13 15:27:09 +0000 2018,"@TheRealBHuggins Of course strength in numbers -  But also 2019 2020 2021 2022 ..... and beyond , still early innings. everyone bashed $AAPL in 2004 and Apple ended up changing the world. $AAPL now embedded in the fabric of billions of peoples everyday lives. #Bitcoin #Litecoin =Future"
Wed Jun 13 15:23:05 +0000 2018,Intel\'s First GPU Code Named \'Arctic Sound\' Scheduled for 2020 https://t.co/xmbQLHV8fM $AAPL
Wed Jun 13 15:18:57 +0000 2018,$AAPL has a new app that lets you measure almost anything with your iPhone - 3D modeling can be as easy as waving your iPhone around. https://t.co/pNSzioqySy
Wed Jun 13 15:18:00 +0000 2018,$AAPL Tim Cook Says Apple Will Spend $30 Billion on Capital Expenditure via https://t.co/jURZDymPXI
Wed Jun 13 15:15:43 +0000 2018,"Apple $AAPL COO Jeffrey E. Williams Sells 15,653 Shares https://t.co/v5aNAkUtK7"
Wed Jun 13 15:14:31 +0000 2018,"RT @MarketCurrents: Power Integrations could gain from Apple design win, analyst says https://t.co/xFH9OXG5G3 $POWI $AAPL $ON $NXPI"
Wed Jun 13 15:12:53 +0000 2018,Is it silly to be excited about a new tape-measure app? Because I am. https://t.co/zNuoB3RRQM  $AAPL
Wed Jun 13 15:03:31 +0000 2018,Apple: Can Shares Double Again In 2 Years? $AAPL https://t.co/nSeQPXkoTK
Wed Jun 13 15:02:49 +0000 2018,RT @SeekingAlpha: $GILD $AAPL https://t.co/IA5GPl4e9m
Wed Jun 13 15:02:05 +0000 2018,Apple Might Be in Trouble This Year as Far as Sales go\\u00a0$AAPL #iPhoneX #HuaweiP20Pro https://t.co/YM6ovBajIF @NSchaettgen
Wed Jun 13 15:01:16 +0000 2018,Apple: Can Shares Double Again In 2 Years? $AAPL https://t.co/WmCtRdvPva
Wed Jun 13 14:55:45 +0000 2018,"Power Integrations could gain from Apple design win, analyst says https://t.co/kwnbsg8xO5 $POWI $AAPL $ON $NXPI"
Wed Jun 13 14:55:44 +0000 2018,"Power Integrations could gain from Apple design win, analyst says https://t.co/xFH9OXG5G3 $POWI $AAPL $ON $NXPI"
Wed Jun 13 14:49:04 +0000 2018,"Tim Cook Reflects on Steve Jobs, Apple Watch Saving Lives, and Politics on The David Rubenstein Show https://t.co/Ll1VyWPBd7 $AAPL https://t.co/O6gjsbDvFo"
Wed Jun 13 14:45:08 +0000 2018,Best Unlock Rate #Wholesale Unlock Code #Apple #samsung #InstantUnlock #LG #unlock #unlocking $AAPL #MasterDealer #GSM #Reseller
Wed Jun 13 14:41:15 +0000 2018,RT @SeekingAlpha: $GILD $AAPL https://t.co/IA5GPl4e9m
Wed Jun 13 14:40:55 +0000 2018,$GILD $AAPL https://t.co/U1HDBAmD67
Wed Jun 13 14:40:54 +0000 2018,$GILD $AAPL https://t.co/IA5GPl4e9m
Wed Jun 13 14:40:00 +0000 2018,Rosenblatt says Power Integrations could see upside from Apple design win: https://t.co/2lqCaI7tUg $POWI $AAPL
Wed Jun 13 14:38:00 +0000 2018,RT @OphirGottlieb: https://t.co/Qfd4RDK9xK\\nApple has a new app that lets you measure almost anything with your iPhone\\n-\\n$AAPL
Wed Jun 13 14:33:34 +0000 2018,https://t.co/Qfd4RDK9xK\\nApple has a new app that lets you measure almost anything with your iPhone\\n-\\n$AAPL
Wed Jun 13 14:30:05 +0000 2018,Apple taking the lead on privacy again. https://t.co/2LHzkeIphr via @marketingland\\n\\n$aapl #cmo #advertising #data #privacy #marketing #tech #digital #social
Wed Jun 13 14:24:09 +0000 2018,Apple $AAPL Given a $210.00 Price Target at UBS Group https://t.co/MT4l6mXlyn
Wed Jun 13 14:21:18 +0000 2018,#Breaking @millervalue $AAPL #FANG #ValueInvesting #Apple has a new app that lets you measure almost anything with your iPhone https://t.co/FqIcD1IYzp
Wed Jun 13 14:21:12 +0000 2018,My wife wants my kids to stop playing $EA games on the iPad $aapl and come eat breakfast. Meanwhile they will move on to Disney content on Netflix through the Apple TV later. Sound familiar? $dis $nflx
Wed Jun 13 14:16:42 +0000 2018,"3 Top Tech Stocks to Buy in June @themotleyfool #stocks $SFIX, $AAPL, $CRM \\n#Apple #Salesforce #Stitchfix #wearables https://t.co/fTbDtGyOZl"
Wed Jun 13 14:15:05 +0000 2018,"Video Report: A New 24 Minute In-Depth Interview with Apple\'s CEO Talking about Steve Jobs, Company Values &amp; more https://t.co/dxMzBDOZCk $AAPL"
Wed Jun 13 14:00:52 +0000 2018,https://t.co/MBWhFipgZ4 This woman is fattening the Apple Pay wallet $AAPL
Wed Jun 13 13:59:23 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Wed Jun 13 13:51:05 +0000 2018,#Apple clearly sees #privacy as part of its brand. https://t.co/SQ0V38s4w2 via @technology $AAPL #TechNews #iOS
Wed Jun 13 13:39:06 +0000 2018,Apple iPhone Supplier Largan Precision reveals new 7P Triple Lens Camera Module to be in Volume Production in 2019 https://t.co/HIPESjnofp $AAPL https://t.co/fTww5jHsvO
Wed Jun 13 13:06:03 +0000 2018,Feature Request: Alerts when specific Today at Apple workshops are scheduled https://t.co/ahmhY68SCZ $AAPL https://t.co/g8vXmP1i1D
Wed Jun 13 13:05:17 +0000 2018,RT @JPDesloges: #Apple : \\nStill Into a tiny Daily Megaphone trading pattern (blue). Bulls need to stay over previous Daily Breakout Trendli\\u2026
Wed Jun 13 13:05:00 +0000 2018,#Apple : \\nStill Into a tiny Daily Megaphone trading pattern (blue). Bulls need to stay over previous Daily Breakout Trendline (top yellow). Observe the low trading volume lately. \\n$AAPL #Trading #investing #aapl https://t.co/DJl7cr2NGf
Wed Jun 13 12:57:46 +0000 2018,"Is Apple missing out on billions of dollars by skirting the hottest trend: Subscription Service. $AAPL #Apple, via @CNBC https://t.co/Ngy8xlexo8"
Wed Jun 13 12:43:10 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Wed Jun 13 12:36:07 +0000 2018,"RT @ddpenny411: Join Robinhood and we\'ll both get a stock like Apple, Ford, or Sprint for free. Make sure you use my get free link.\\n\\n$AAPL\\u2026"
Wed Jun 13 12:33:06 +0000 2018,"Apple has Hired Kelly Costello Pekar, Former Business &amp; Legal Affairs VP for the Producer &amp; Distributor of Saturday Night Live https://t.co/uaxH5fBsCv $AAPL"
Wed Jun 13 12:15:48 +0000 2018,It\'s doubtful that we\'ll see Atmos Dolby on a HomePod https://t.co/utRM1XUduW $AAPL https://t.co/y3HdKywHeT
Wed Jun 13 11:59:05 +0000 2018,"Plex offers grid view for live TV on the web; coming to Apple TV, Mac, iOS later https://t.co/49SGNqWGAi $AAPL https://t.co/RiOzc2y0sy"
Wed Jun 13 11:42:07 +0000 2018,"ClearCal is a practical, inexpensive way to protect an Apple Watch screen https://t.co/yUCUwUAFHl $AAPL https://t.co/ecy7RUl7xL"
Wed Jun 13 11:28:01 +0000 2018,"$AAPL Apple Will Spend $30 Billion on Campus, Hiring, Tim Cook Says via https://t.co/jURZDymPXI"
Wed Jun 13 11:22:47 +0000 2018,Apple $945 billion &amp; counting ... amazing. This has been some \\u201cfavorite\\u201d technology rally since May. Cheers. $AAPL $FB $AMZN $NFLX $SPY $QQQ
Wed Jun 13 11:15:06 +0000 2018,Norris Perne &amp; French Llp Cut Apple $AAPL Stake By $3.30 Million; Egalet $EGLT Had 2 Bullish Analysts - https://t.co/SWEg1by0tl
Wed Jun 13 11:07:01 +0000 2018,"Notable apps and app updates for June 13, 2018 https://t.co/Op560yUMXv $AAPL https://t.co/TkDXIazPXc"
Wed Jun 13 10:53:48 +0000 2018,Apple $AAPL Stock Rating Reaffirmed by Macquarie https://t.co/V7vfEi3jdR
Wed Jun 13 10:50:06 +0000 2018,How to reset the SMC on your Mac https://t.co/calpF90Ea2 $AAPL https://t.co/JQsmpp8z1d
Wed Jun 13 10:34:04 +0000 2018,Would Apple ever make a convertible MacBook? https://t.co/qSa4L0fg8i $AAPL
Wed Jun 13 09:58:21 +0000 2018,"Universal Display $OLED to pay $0.06 on Jun 29, 2018; Baxter Bros Has Raised Apple Computer $AAPL Holding https://t.co/HHRYbBIcZO"
Wed Jun 13 09:47:17 +0000 2018,#Francesco Stasi for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Wed Jun 13 09:30:17 +0000 2018,RT @MacHashNews: How to check for malware and \\u2018bad\' plists manually on your Mac https://t.co/5KV9mTyU2y $AAPL https://t.co/Mba0Vt0vKl
Wed Jun 13 08:59:20 +0000 2018,Head-To-Head Analysis: Dell Technologies $DVMT and Apple $AAPL https://t.co/VIDhTLV61N
Wed Jun 13 08:50:44 +0000 2018,RT @NewYorkbuffett: This Is Apple\'s Rocket Fuel https://t.co/mpBlZBcht5 $AAPL
Wed Jun 13 08:34:59 +0000 2018,RT @theflynews: REPORT: Apple changes App Store rules to limit apps sharing contact data: https://t.co/2nN34fovsE $AAPL
Wed Jun 13 08:21:24 +0000 2018,Contrasting Apple $AAPL and One Stop Systems $OSS https://t.co/KO9N1Kldxu
Wed Jun 13 08:03:07 +0000 2018,Apple holding \\u2018Lose your wallet\' Apple Pay shopping event w/ exclusive discounts in New York City https://t.co/gBMnXN9uW3 $AAPL https://t.co/ogpocWycc9
Wed Jun 13 05:57:44 +0000 2018,RT @charliebilello: Apple Revenue (Billions)...\\n2018 (est): 261\\n2017: 229\\n2016: 216\\n2015: 234\\n2014: 183\\n2013: 171\\n2012: 157\\n2011: 108\\n2010:\\u2026
Wed Jun 13 05:45:44 +0000 2018,Macquarie Reaffirms \\u201cBuy\\u201d Rating for Apple $AAPL https://t.co/uXUvq3MthP
Wed Jun 13 05:32:07 +0000 2018,Apple cracks down on apps collecting contact data $AAPL https://t.co/FxNf2htOXV
Wed Jun 13 05:28:33 +0000 2018,Apple: Too Big To Miss $AAPL https://t.co/p0VBTuaYAd
Wed Jun 13 05:11:18 +0000 2018,"RT @asymco: In preparation of the LA $AAPL summit, updated CapEx spending graph. Last quarter saw the highest spending in history. Summit s\\u2026"
Wed Jun 13 04:22:15 +0000 2018,#NotBasicBlonde for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Wed Jun 13 04:00:13 +0000 2018,This Is Apple\'s Rocket Fuel https://t.co/mpBlZBcht5 $AAPL
Wed Jun 13 03:43:05 +0000 2018,Apple: Too Big To Miss https://t.co/Se11pbyT39 $AAPL
Wed Jun 13 03:24:11 +0000 2018,Didn\'t click SEND on an order to buy Apple Computers at $7.50/share (split adjusted). Gave that money instead to my future mortal enemy for him to open bar/restaurant that he robbed blind. And his creditors sued me. $AAPL https://t.co/7UqcLe0BNI
Wed Jun 13 03:13:01 +0000 2018,$FB $AAPL Apple Cracks Down on App Sharing Information via https://t.co/jURZDymPXI
Wed Jun 13 03:02:03 +0000 2018,"Apple Reportedly Snags Executive, Original Series at Netflix Layne Eskridge https://t.co/MWo2il4shY $AAPL"
Wed Jun 13 02:17:21 +0000 2018,#Chatbot Me Up \\ud83e\\udd16\\ud83c\\udf1f for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Wed Jun 13 01:28:25 +0000 2018,Apple showed interest in Time Warner\\u2014HBO in particular\\u2014and considered lobbing in a bid for it before its agreement with AT&amp;T https://t.co/jEadCuHVV0 \\n\\n$AAPL should bid for $DISbefore its too late\\n\\n$TWX $CMCSA $FOX $AMZN $GOOGL
